website,business_name,address,phone,fax,mobile,full_service_categories
,At Kangarilla Pty Ltd,,02 6456 7356,,0408 408 700,"Garden Maintenance,Lawn Mowing"
plus.google.comu002F114791122842688411947,AT Installs,Epping VIC 3076,,,0488 001 313,"Bathroom,Cabinet Makers,Bathroom Accessories,Shelving & Cabinets,Cabinet Doors,Cabinet Hardware,Cabinet Making,Vanities,Built-in Furniture,Bookcases,Benchtops,Kitchen Renovations,Home Office,Bathroom,Carpenters,Formwork,Architraves,Windows,Skirting,Decking,Ramps,Doors,Handrails,Renovations,Demolition,Strip Outs"
,AT HOME WITH BRONX,PERTH WA 6003,,,0431457709,"Interior Decorating,Fabric,Wallpapering,Soft Furnishing Suppliers,Colour Consultancy,Interior Designer,Hospitality,Complete Design Service,Office,Commercial,Lighting Consultation,Renovations,Soft Furnishings Consultation,Bathroom Design,Pre-Sale Styling,Interior Styling,Materials & Finishes Selection,Space Planning"
www.athomeflooring.com.au,At Home Flooring,Mullaloo WA 6027,0894035707,,,"Bamboo Flooring,Carpet Suppliers,Carpets,Install,Timber Flooring,Timber Flooring Suppliers,Vinyl & Laminate,Vinyl Installation,Laminate Flooring Installation"
,At Home Building Services,Arundel QLD 4214,,,0412759174,"Carpenters,Decking,Renovations,House Frames,Architraves,Ramps,Skirting,Doors,Handrails,Formwork,Windows"
www.athomeinteriors.com.au,At Home Interiors,Blue Mountains NSW 2779,,,0424945332,"Interior Decorating,Fabric,Wallpapering,Soft Furnishing Suppliers,Colour Consultancy,Interior Designer,Office,Commercial,Lighting Consultation,Renovations,Soft Furnishings Consultation,Bathroom Design,Pre-Sale Styling,Interior Styling,Materials & Finishes Selection,Space Planning,Hospitality,Complete Design Service"
,At Home Anywhere,Ormond VIC 3204,,,0414500439,"Garden Maintenance,Garden Rubbish Removal,Slashing,Gardening,Weed Control,Fertilising,Pruning & Trimming,Garden Cleanup,Lawn Mowing,Larger Fields,Gardens"
www.atinteriors.com.au,AT Interiors Constructions Pty Ltd,,03 5942 8262,03 5941 1245,0407 655 554,"Bathroom,Builder,Complete Bathroom Renovation,Building,House & Land Packages,Project Management,General Building Work,Home Extensions,Renovation,New Home,Commercial,Extensions & Additions,Ground Floor Extensions,Builders,Design,Garages,2nd Storey Additions,Kitchen,Kitchen Renovation,New Kitchen,Pergolas,Custom Design,Timber Pergola Builders,Project Management"
,At Holmes Carpentry  (AT HOLMES HANDYMAN SERVICES PTY LTD),Croydon VIC 3136,0404001308,,0404001308,"Carpenters,Renovations,Architraves,Skirting,Handrails,Decking,Ramps,Carports,Drafter,Carpenter,Handyman,Basic Carpentry,Pergolas,Construction,Custom Design,Metal Pergola Builders,Timber Pergola Builders,Pergola Screens, Windows & Doors"
,At Hight Concrete Pumping Services,Goldcoast QLD 4217,,,0477775369,"Concreting,Pumping"
,AT Handyman and Property Maintenance,COLDSTREAM VIC 3770,0425779809,,0425779809,"Cabinet Doors,Cabinet Making,Kitchen Renovations,Benchtops,Home Office,Bathroom,Vanities,Built-in Furniture,Bookcases,Joinery,Shop & Office Fitouts,Bathroom,Kitchens,Kitchen,Flat Pack Kitchens,Cabinet Makers,Benchtops,Kitchen Renovation,Shopfitters"
www.atglass.com.au,AT Glass & Aluminium,Wangara WA 6065,,,0422130313,"Bathroom Accessories,Mirrors,Mirrors,Shower Screens,Frameless Shower Screens,Replacement,Suppliers,Custom Design,Splashback Suppliers,Splashbacks,Showrooms,Supply & Install Acrylic Splashbacks,Supply & Install Glass Splashbacks,Wardrobe Suppliers,Wardrobes,Standalone Wardrobe Builders,Built In Wardrobe Builders"
,AT FINEST CLEANING SERVICE,Forde ACT 2914,,,0405233828,"Cleaning Services - Commercial,Graffiti Removal,Office Cleaning,Exterior Cleaning,Builder Clean Ups"
www.atgardenmaintenance.com.auu002F,AT Garden Maintenance,Terrey Hills NSW 2084,,,0414444471,"Feng Shui,Garden Art,Garden Designer,Garden Features,Garden Maintenance,Gardening,Weed Control,Fertilising,Garden Cleanup,Pruning & Trimming,Garden Rubbish Removal,Slashing,Garden Sculpture,Garden Statues,Handyman,Basic Garden Jobs,Landscaping & Gardening,Horticulture,Landscape Design,Lawn & Turf,Supply,Laying,Lawn Mowing,Larger Fields,Gardens,Paving,Garden Edges"
www.atgardenspaces.com,AT Garden Spaces,Wheelers Hill VIC 3150,0411 134 568,,0421 565 796,"Garden Designer,Garden Features,Garden Maintenance,Gardening,Weed Control,Fertilising,Pruning & Trimming,Garden Cleanup,Garden Rubbish Removal,Handyman,Basic Paving,Landscaping & Gardening,Horticulture,Landscape Construction,Landscape Design,Lawn & Turf,Disease And Pest Management,Laying,Supply,Lawn Mowing,Gardens,Paving,Pool Areas,Patios,Driveways,Paths,Garden Edges,Retaining Walls,Timber Retaining Walls,Stone Retaining Walls,Concrete Retaining Walls,Water Features,Construction,Suppliers,Installation,Custom Design"
www.elbornes.com.au,Elbornes Cabinet Making Pty Ltd,"29(Unit 7a) Spine ST, SUMNER PARK BC QLD 4074",07 3279 2795,07 3712 0965 ,,"Cabinet Making,Home Office,Vanities,Built-in Furniture,Bookcases,Kitchen Renovations,Benchtops,Furniture - Custom Design,Cabinets,Kitchen,Cabinet Makers"
,At Ease Handyman Services,Toowoon Bay NSW 2261,,,0410 652 909,"Handyman,Picture & Mirror Hanging,Furniture Assembly,Basic Painting,Basic Tiling,Window & Door Repairs,Odd Jobs,Shower Base Repair,Basic Concreting,Lock Repairs,Basic Plastering,Basic Carpentry,Basic Garden Jobs"
,At Ease Advanced Property Maintenance,Bellbird Park QLD 4300,,,0402 085 964,"Garden Maintenance,Garden Cleanup,Garden Rubbish Removal,Gardening,Pruning & Trimming,Gutter Cleaning,Roof Gutters,Handyman,Picture & Mirror Hanging,Furniture Assembly,Welding,Window & Door Repairs,Basic Tiling,Basic Carpentry,Basic Painting,Odd Jobs,Basic Paving,Lock Repairs,Basic Fencing,Basic Garden Jobs,Pressure Cleaning,Driveway Clean,Paving Clean"
www.atconstructions.com.auu002F,AT Constructions QLD,BILINGA QLD 4225,0408231380,,0466874175,"Bathroom,Complete Bathroom Renovation,Building,Home Extensions,Renovation,New Home,Granny Flats,Project Management,Kitchen,Kitchen Renovation,New Kitchen"
,AT Duty,West Kildare VIC 3038,0410777091,,0410777091,"Concrete Waterproofing Materials,Tilers,Mosaic,Tile Resurfacing,Bathroom Tiling,Kitchen Tiling,Wall Tiling,Grouting & Regrouting ,Floor Tiling,Tile Removal,Waterproofing,Ponds & Water Features,Pools,Bathroom,Balconies,Grout Seepage"
,AT Design Building Development,Marsfield NSW 2122,,,0419419186,"Bathroom,Complete Bathroom Renovation,Building,General Building Work,Granny Flats,Home Extensions,Renovation,New Home,Commercial,Project Management,Building Consultants,Dispute Resolutions,Inspections,Certification,Building Design,Development Applications,Sustainable Building Advisor,Building Designer,Energy Rating Assessors,Extensions & Additions,Unit Development,Industrial,Commercial,Sustainable Design,New Homes,Drafting,New Home,Garages,Carports,Extensions & Additions,Extensions & Additions,Project Management,Kitchen,Kitchen Renovation,Landscaping & Gardening,Project Management,Project Management"
,AT Construction Group,WEST RYDE NSW 2114,0418732711,,0418732711,"Carpenters,Doors,Handrails,Renovations,Formwork,Windows,Architraves,Decking,Skirting,Ramps,Decking,Construction,Suppliers,Composite Decking,Timber Decking,Decking Materials,Sealing & Finishing,Doors,Frame Installation,Frames & Trusses,Roof Trusses,Maintenance,Wall Frames"
,AT Concrete Constructions,Reservoir VIC 3073,,,0401848754,"Concrete Resurfacing,Concrete Repair & Reseal,Concrete Polishing,Decorative Concrete Coatings,Concreting,Coloured Concrete,Formwork,Cleaning,Footpaths,Pumping,Driveways,Exposed Aggregate Concrete,Cutting,Concrete Retaining Walls,Reinforcement,Concrete Removal,Grinding"
,At Call Services,Bargo NSW 2574,,,0425222984,"Cleaning,Duct Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners,Oven Cleaning,Tile & Grout,Cleaning Services - Commercial,Builder Clean Ups,Graffiti Removal,Office Cleaning,Exterior Cleaning,High Pressure Cleaning,Pressure Cleaning,Paving Clean,Pool Cleaning,Brick Cleaning,Driveway Clean,Graffiti Removal,Vacuum Cleaners,Window Cleaning,Abseiling,Standard"
www.atcallcarpetcare.com.au,At Call Carpet Care,Sutherland NSW 2232,,,0426963750,"Carpet & Upholstery Cleaning,Rug Cleaning,Carpet & Fabric Protection,Sanitising & Deoderising,Carpet Steam Cleaning,Carpet Dry Cleaning,Upholstery Cleaning"
,At & W Awkar Tiling & Waterproofing,Constitution Hill NSW 2145,0296314560,,0416296293,"Handyman,Basic Tiling,Splashbacks,Supply & Install Acrylic Splashbacks,Supply & Install Glass Splashbacks"
,At Call Gardening Services,Mays Hill NSW 2145,,,0410667193,"Garden Maintenance,Gardening,Weed Control,Fertilising,Garden Cleanup,Pruning & Trimming,Garden Rubbish Removal,Slashing,Handyman,Basic Garden Jobs,Landscaping & Gardening,Horticulture,Lawn Mowing,Gardens"
,At @ Constructions,Batesford VIC 3213,0437210069,,,"Carpenters,Renovations,Decking,Decking,Timber Decking,Pergolas,Construction,Timber Pergola Builders"
,asy Lawnmowing Service,Liverpool NSW 2170,,,0411819902,"Garden Maintenance,Pruning & Trimming,Garden Cleanup,Garden Rubbish Removal,Slashing,Gardening,Weed Control,Fertilising,Lawn Mowing,Gardens"
,ASY Construction P/L,KILLARNEY HEIGHTS NSW 2087,0402616999,,0402616999,"Bathroom,Complete Bathroom Renovation,Building,Commercial,Project Management,General Building Work,Home Extensions,Granny Flats,Renovation,Re Stumping,New Home,House & Land Packages,Building Certifiers,Carpenters,Formwork,Windows,Architraves,Decking,Skirting,House Frames,Ramps,Doors,Handrails,Renovations,Carports,Carpenter,Decking,Decking Materials,Composite Decking,Sealing & Finishing,Construction,Suppliers,Timber Decking,Kitchen,Kitchen Renovation,New Kitchen"
www.aswconcreting.com,ASW Concreting Services,"11 narellan RD, Narellan NSW 2567",,,0430330346,"Concrete Resurfacing,Decorative Concrete Coatings,Concrete Repair & Reseal,Anti-Slip Concrete Resurfacing,Concreting,Driveways,Spray-On,Cutting,Sealing,Concrete Removal,Grinding,Exposed Aggregate Concrete,Coloured Concrete,Foundations,Cleaning,Formwork,Reinforcement,Footpaths,Handyman,Basic Concreting"
,ASU Fencing,,,,0412 721 760,"Fencing,Garages,Landscaping & Gardening,Paving,Retaining Walls"
www.asvcontractors.com.au,ASV Contractors Pty Ltd,Seven Hills NSW 2147,0468998884,,0468998884,"Building,Project Management,General Building Work,Granny Flats,Home Extensions,Renovation,New Home,Commercial,House & Land Packages,Carports,Builder,Extensions & Additions,Builders,Garages,Builders,Gazebo,Design & Build,Patios,Builders,Pergolas,Metal Pergola Builders,Timber Pergola Builders,Sheds,Shed Builders"
astuteinteriors.com.au,Astute Interiors,"1st Floor, 108 Russell ST, Emu Plains NSW 2750",,,0407 032 900,"Interior Decorating,Fabric,Wallpapering,Soft Furnishing Suppliers,Colour Consultancy,Interior Designer,Lighting Consultation,Interior Styling,Soft Furnishings Consultation,Space Planning,Pre-Sale Styling,Materials & Finishes Selection,Office,Renovations,Bathroom Design,Painters,Colour Consulting"
www.facebook.comu002Fastute.cleaning,Astute Cleaning Service,Allenby Gardens SA 5009,,,0415767820,"Carpet & Upholstery Cleaning,Sanitising & Deoderising,Carpet Dry Cleaning,Rug Cleaning,Cleaning,Rental Bond & Move Out Clean,Cleaning Services - Commercial,Builder Clean Ups,Office Cleaning"
,Astute Security Services,Midland WA 6056,,,0413675648,"Security,Security Guards"
,Astute Waste Management Services,TRUGANINA VIC 3029,0413395479,,0413395479,"Rubbish Removal,Skip & Bin Hire,Skip & Truck Hire,Mini Skip Bin Hire,Skip Hire"
,Asvestas Concreting,St Kilda East VIC 3183,,,0434140855,"Concreting,Driveways,Cutting,Exposed Aggregate Concrete,Concrete Removal,Formwork,Coloured Concrete,Footpaths"
www.facebook.comu002FAstute-Carpentry-Building-Services-1662210967232491u002F,Astute Carpentry And Building Services,LONG BEACH NSW 2536,0438888546,,0438888546,"Balustrading,Stairs,Balconies,Bath & Basin Resurfacing,Basin,Bath,Shower,Tiles,Bathroom,Shower Installation,Tilers,Bathroom Resurfacing,Waterproofers,Vanity Installation,Repairs,Bathroom Accessories,Toilet Seats,Mirrors,Tapware,Shower Sets,Robe Hooks,Soap Dishes & Toothbrush Holders,Towel Rails & Rings,Toilet Roll Holders,Shampoo & Soap Dispensers,Carpenters,Decking,Architraves,House Frames,Handrails,Skirting,Ramps,Formwork,Renovations,Doors,Windows,Cladding,Internal,External,Wall,Timber,Decking,Construction,Timber Decking,Composite Decking,Sealing & Finishing,Doors,Door Installation,Frame Installation,Frames & Trusses,Wall Frames,Handrails,Balconies,Stairs,Handyman,Basic Painting,Furniture Assembly,Basic Fencing,Basic Carpentry,Basic Tiling,Basic Plastering,Kitchen,Kitchen Renovation,Project Management,Flat Pack Kitchens,Tilers,Benchtops,Patios,Patio Cover Installations,Builders,Patio Cover Suppliers,Pergolas,Pergola Covers,Timber Pergola Builders,Pergola Screens, Windows & Doors,Including Council Approval Service,Construction,Shelves,Shopfitters,Installation,Shop Fronts,Shop Doors,Shelving & Display Racks,Project Management,Office Fit Outs,Shower Screens,Frameless Shower Screens,Replacement,Splashbacks,Tilers,Kitchen Tiling,Grouting & Regrouting ,Floor Tiling,Tile Removal,Bathroom Tiling,Wall Tiling,Timber Flooring,Solid Timber Floor Installation,Floating Timber Floor Installation,Timber Floor Installation,Timber Floor Repairs,Timber Flooring Suppliers,Timber Floor Coatings,Wardrobes,Waterproofing,Balconies,Caulking,Seal Showers,Bathroom"
,Astron Bins,Dandenong VIC 3175,0397933330,,0411479194,"Rubbish Removal,Skip & Bin Hire,Rubbish Removal Service"
www.astutedrafting.com.au,Astute Architectural Drafting,North Parramatta NSW 2151,0409044377,,0298909272,"Building Designer,Extensions & Additions,Energy Rating Assessors,Unit Development,Sustainable Design,New Homes,Drafting,New Home,Extensions & Additions"
,Astudillo Design & Construction,Farmborough Heights NSW 2526,,,0432175680,"Building,Home Extensions,New Home,Granny Flats,Building Designer,New Homes"
,Astro Lawn and Garden Service,Helidon QLD 4344,,,0468383415,"Garden Maintenance,Gardening,Weed Control,Garden Cleanup,Fertilising,Garden Rubbish Removal,Pruning & Trimming,Slashing,Lawn Mowing,Gardens,Larger Fields"
www.astrodeck.com.au,AstroDeck Warehouse,"18 Horus BND, Bibra Lake WA 6163",08 9418 5602,08 94181296,0450 005 447,"Decking,Construction,Composite Decking,Decking Materials,Suppliers,Fencing,Colorbond Fencing,Rural Fencing,General Contractor,Timber,Landscaping & Gardening,Project Management,Landscape Construction,Landscape Design,Horticulture,Lawn & Turf,Synthetic Turf Supply & Install"
,Astro Tile Newcastle,KOTARA NSW 2289,0422104177,,0432661234,"Tilers,Tile Resurfacing,Outdoor Paving,Wall Tiling,Bathroom Tiling,Floor Tiling,Kitchen Tiling,Tile Removal,Mosaic,Tile & Grout Cleaning,Waterproofing,Balconies,Tile Seepage,Chimney,Seal Showers,Grout Seepage,Ponds & Water Features,Pools,Bathroom"
www.astroklean.com,Astro Klean,"6 Melanie ST, Kingston QLD 4114",,,0475 771 855,"Landscaping & Gardening,Landscape Construction,Lawn & Turf,Synthetic Turf Supply & Install,Pressure Cleaning"
www.astroman.com.au,Astroman Landscaping,"1u002F309 Harborne Street, Glendalough, 309 harborne ST, Glendalough WA 6016",0401186646,,0401186646,"Garden Designer,Garden Features,Garden Sculpture,Garden Statues,Garden Supplies,Vertical Gardens,Delivery Service,Suppliers,Irrigation Systems,Irrigation Consultancy,Drip Irrigation Systems,Spray Systems,Irrigation Repairs,Landscaping & Gardening,Landscape Construction,Landscape Design,Horticulture,Project Management,Lawn & Turf,Laying,Supply,Disease And Pest Management,Synthetic Turf Supply & Install,Limestone,Water Features,Suppliers,Installation,Custom Design,Construction"
www.astrapyelectrics.com.au,Astrapy Electrics,Moonee Ponds VIC 3039,,,0412865088,"Electricians,Repairs,Solar Power,Fibre Optic Cables,Renovations,Uninterruptible Power Supply (UPS),Data Cabling,Power Points,Switchboards,Back Up Generators,New Installations,Security Lighting,Lighting,New Homes,Safety Switches,24/7 Emergency Electricians,Home Entertainment System,Rewiring,Test & Tag,Home Automation"
www.astraltiling.com.au,Astral Tiling,Smithfield SA 5114,,,0413139486,"Cleaning,Tile & Grout,Limestone,Marble Stone,Natural Stone,Sealants,Tilers,Tile & Grout Cleaning,Grouting & Regrouting ,Tile Resurfacing,Bathroom Tiling,Wall Tiling,Kitchen Tiling,Floor Tiling,Tile Removal,Mosaic,Vinyl & Laminate,Laminate Flooring Installation"
astroair.com.auu002F,Astro Air,Macquarie Centre NSW 2113,,,0488989877,"Air Conditioning,Installation,Split System,Repairs & Maintenance,Evaporative Cooling,Ducted,Air Conditioners,Suppliers,Reverse Cycle"
www.astralcranes.com.au,Astral Cranes Pty Ltd,"150 Eastern PDE, Gillman SA 5013",0884477380,,,"Engineering - Structural,Equipment Hire,Crane,Extensions & Additions,Structural Engineers"
,Astral Cleaning Services,"7 Carriage WAY, Gulfview Heights SA 5096",0420 271 699,,0418 846 296,Cleaning
https:u002Fu002Fwww.facebook.comu002Fpagesu002FAstral-Industries-a,Astral Industries & Maintenance,Wentworthville NSW 2145,0468750587,,,"Cleaning,Rental Bond & Move Out Clean,Home Cleaners,Washing & Ironing,Tile & Grout,Duct Cleaning,Oven Cleaning,BBQ Cleaning,One Off Clean,Cleaning Services - Commercial,Office Cleaning,Exterior Cleaning,High Pressure Cleaning,Builder Clean Ups,Graffiti Removal,Garden Maintenance,Garden Cleanup,Gardening,Garden Rubbish Removal,Weed Control,Slashing,Fertilising,Pruning & Trimming,Gutter Cleaning,Roof Gutters,Commercial,Stormwater Pits & Drains,Handyman,Odd Jobs,Basic Bricklaying,Lock Repairs,Welding,Basic Garden Jobs,Basic Tiling,Furniture Assembly,Shower Base Repair,Basic Paving,Window & Door Repairs,Basic Plastering,Basic Fencing,Basic Concreting,Basic Painting,Picture & Mirror Hanging,Basic Carpentry,Pressure Cleaning,Paving Clean,Pool Cleaning,Brick Cleaning,Driveway Clean,Graffiti Removal,Security,Security Lighting,24 Hour Monitoring,Security Card Access,CCTV,Alarm Systems,Access Control,Intercom Systems"
